station_uuid,diesel,e5,e10,last_update
005056ba-7cb6-1ed2-bceb-c38ed6904d50,2.089,2.039,1.979,2026-03-12T11:13:04+01:00
005056ba-7cb6-1ed2-bceb-c3b0813b8d50,2.089,2.019,1.959,2026-03-12T11:41:28+01:00
005056ba-7cb6-1ed2-bceb-c3ff50004d53,2.039,1.999,1.939,2026-03-12T11:59:48+01:00
005056ba-7cb6-1ed2-bceb-c43717c44d53,2.089,2.029,1.969,2026-03-12T11:32:22+01:00
005056ba-7cb6-1ed2-bceb-c45ae4f7ad53,2.039,1.979,1.919,2026-03-12T11:51:41+01:00
005056ba-7cb6-1ed2-bceb-c49d33f52d53,2.119,1.979,1.919,2026-03-12T11:55:45+01:00
005056ba-7cb6-1ed2-bceb-c4e92d668d53,2.039,1.999,1.939,2026-03-12T11:05:58+01:00
005056ba-7cb6-1ed2-bceb-c523c4038d53,1.979,1.929,1.869,2026-03-12T11:53:43+01:00
005056ba-7cb6-1ed2-bceb-c552f3e1cd53,2.039,1.959,1.909,2026-03-12T11:40:28+01:00
005056ba-7cb6-1ed2-bceb-c58a064f4d53,2.029,1.959,1.899,2026-03-12T11:52:42+01:00
005056ba-7cb6-1ed2-bceb-c5bca24bcd53,2.119,2.019,1.959,2026-03-12T11:40:28+01:00
005056ba-7cb6-1ed2-bceb-c5f502cacd53,2.059,2.019,1.959,2026-03-12T11:54:44+01:00
005056ba-7cb6-1ed2-bceb-c63ac360cd53,2.009,1.979,1.919,2026-03-12T11:59:48+01:00
005056ba-7cb6-1ed2-bceb-c679d94ccd53,2.039,2.009,1.949,2026-03-12T11:40:28+01:00
005056ba-7cb6-1ed2-bceb-c6b46580cd53,2.099,2.019,1.959,2026-03-12T11:31:21+01:00
005056ba-7cb6-1ed2-bceb-c6e8560e6d53,2.039,1.989,1.929,2026-03-12T10:40:37+01:00
005056ba-7cb6-1ed2-bceb-c728d2744d53,2.059,1.979,1.919,2026-03-12T11:44:31+01:00
005056ba-7cb6-1ed2-bceb-c75ba9decd53,1.979,1.929,1.869,2026-03-12T11:51:41+01:00
005056ba-7cb6-1ed2-bceb-c7a02f350d53,1.989,1.909,1.849,2026-03-12T11:29:20+01:00
005056ba-7cb6-1ed2-bceb-c7d7f7828d53,2.139,2.039,1.979,2026-03-12T11:57:47+01:00
005056ba-7cb6-1ed2-bceb-c7f8768dad53,2.029,1.959,1.899,2026-03-12T11:54:44+01:00
005056ba-7cb6-1ed2-bceb-c846a4f64d53,2.039,1.989,1.929,2026-03-12T10:39:36+01:00
005056ba-7cb6-1ed2-bceb-c85ea37cad54,1.979,1.919,1.859,2026-03-12T11:51:41+01:00
005056ba-7cb6-1ed2-bceb-c8b8d8874d54,2.079,2.049,1.999,2026-03-12T11:51:41+01:00
005056ba-7cb6-1ed2-bceb-c934d14e4d54,2.029,1.979,1.919,2026-03-12T11:51:41+01:00
005056ba-7cb6-1ed2-bceb-c96ccf530d54,1.979,1.929,1.869,2026-03-12T11:53:43+01:00
005056ba-7cb6-1ed2-bceb-c9aaa4b44d54,2.059,1.979,1.919,2026-03-12T10:07:10+01:00
005056ba-7cb6-1ed2-bceb-c9e3cf8d8d54,2.099,2.019,1.959,2026-03-12T11:33:23+01:00
005056ba-7cb6-1ed2-bceb-ca0feb202d54,2.089,2.029,1.969,2026-03-12T11:00:54+01:00
005056ba-7cb6-1ed2-bceb-ca3bbc56cd54,2.069,2.019,1.959,2026-03-12T11:54:44+01:00
005056ba-7cb6-1ed2-bceb-ca8fb0594d54,2.059,1.989,1.949,2026-03-12T11:55:45+01:00
005056ba-7cb6-1ed2-bceb-cac65b7d8d54,2.059,1.979,1.919,2026-03-12T10:39:36+01:00
005056ba-7cb6-1ed2-bceb-caff95fbcd54,2.169,2.089,2.029,2026-03-12T11:44:31+01:00
005056ba-7cb6-1ed2-bceb-cb39175b0d54,2.089,1.989,1.929,2026-03-12T11:53:43+01:00
005056ba-7cb6-1ed2-bceb-cb7450104d54,2.089,2.019,1.959,2026-03-12T11:40:28+01:00
005056ba-7cb6-1ed2-bceb-cbec5ca80d54,2.069,2.019,1.959,2026-03-12T11:53:43+01:00
005056ba-7cb6-1ed2-bceb-cc262fd0cd54,2.069,1.999,1.939,2026-03-12T11:55:45+01:00
005056ba-7cb6-1ed2-bceb-cc63144c0d54,2.099,2.049,1.989,2026-03-12T11:59:48+01:00
005056ba-7cb6-1ed2-bceb-cc9bc3000d54,2.059,1.989,1.939,2026-03-12T11:57:47+01:00
005056ba-7cb6-1ed2-bceb-ccc4b95d0d54,2.079,2.039,1.979,2026-03-12T11:53:43+01:00
005056ba-7cb6-1ed2-bceb-cd094c7fcd57,2.029,2.049,1.989,2026-03-12T11:13:04+01:00
005056ba-7cb6-1ed2-bceb-cd3fa4a5cd57,2.049,2.059,1.999,2026-03-12T11:41:28+01:00
005056ba-7cb6-1ed2-bceb-cd7120324d57,2.099,2.059,1.999,2026-03-12T11:30:20+01:00
005056ba-7cb6-1ed2-bceb-cd9f097e2d57,1.999,2.009,1.949,2026-03-12T11:51:41+01:00
005056ba-7cb6-1ed2-bced-a63862a48e50,2.099,2.019,1.959,2026-03-12T11:40:28+01:00
005056ba-7cb6-1ed2-bced-a85e880e2e53,2.059,1.989,1.929,2026-03-12T11:03:57+01:00
005056ba-7cb6-1ed4-8089-881fa56f0dda,2.039,1.999,1.939,2026-03-12T10:22:22+01:00
005056ba-7cb6-1ed5-8cbd-4897fe54e42b,2.109,2.039,1.979,2026-03-12T11:40:28+01:00
005056ba-7cb6-1ed5-a685-79a3266e48f2,2.099,2.009,1.959,2026-03-12T11:52:42+01:00
005056ba-7cb6-1ed5-a6a1-930ae49a5411,2.109,2.019,1.959,2026-03-12T11:14:07+01:00
005056ba-7cb6-1ed5-a7ce-94793a301eaf,2.109,2.029,1.969,2026-03-12T11:32:22+01:00
005056ba-7cb6-1ed5-acf8-8cb0dae64182,2.069,1.979,1.919,2026-03-12T11:35:25+01:00
005056ba-7cb6-1ed5-acf9-0fb3bfc501a5,2.109,2.029,1.969,2026-03-12T10:52:47+01:00
005056ba-7cb6-1ed5-afd3-7ff1263fc642,2.109,2.029,1.969,2026-03-12T10:54:48+01:00
005056ba-7cb6-1ed5-b2d9-a12c739e91a9,2.109,2.029,1.969,2026-03-12T11:13:04+01:00
005056ba-7cb6-1ed5-b4ff-3c304f8bcda6,2.109,2.029,1.969,2026-03-12T10:29:29+01:00
005056ba-7cb6-1ed5-b6ab-aa8b52b1d1c5,2.099,2.019,1.959,2026-03-12T11:44:31+01:00
005056ba-7cb6-1ed6-8688-d7d42ae54381,2.079,2.009,1.959,2026-03-12T11:49:35+01:00
005056ba-7cb6-1ed6-8fd9-35aeab0c41f6,2.069,2.009,1.949,2026-03-12T11:03:57+01:00
005056ba-7cb6-1ee4-81d1-6bdfdc2757df,2.089,2.019,1.959,2026-03-12T11:38:27+01:00
005056ba-7cb6-1ee4-86fd-2a4341c0972e,2.099,2.039,1.979,2026-03-12T11:59:48+01:00
005056ba-7cb6-1ee4-8aae-c89c2e2c0a05,2.179,2.039,1.979,2026-03-12T11:59:48+01:00
005056ba-7cb6-1ee5-9b87-ce914e3550e4,2.099,2.009,1.959,2026-03-12T11:51:41+01:00
005056ba-7cb6-1ee5-a2aa-8b6811101772,2.149,2.029,1.969,2026-03-12T11:40:28+01:00
005056ba-7cb6-1ee5-a880-b1b473711392,2.119,1.999,1.939,2026-03-12T11:25:15+01:00
005056ba-7cb6-1ee5-a8e8-3d3efcc90710,2.109,2.019,1.959,2026-03-12T11:03:57+01:00
005056ba-7cb6-1ee5-a980-090160c05099,2.099,2.019,1.959,2026-03-12T11:29:20+01:00
005056ba-7cb6-1ee5-b187-bc79c0a8d9ec,2.109,2.019,1.959,2026-03-12T11:44:31+01:00
005056ba-7cb6-1ee5-b791-639597361b11,2.079,2.009,1.949,2026-03-12T11:46:33+01:00
00519e9a-f5fc-441c-8e97-e84297c0f3f7,2.099,2.059,1.999,2026-03-12T11:50:37+01:00
00545000-fa12-4f42-a991-8e3556c24db3,2.069,1.989,1.929,2026-03-12T10:59:54+01:00
0055bbb5-2c30-4cb9-89f4-d937cf121770,2.139,2.059,1.999,2026-03-12T11:50:37+01:00
00569e4a-3ee2-4bd9-b5be-b71876e4efa8,2.149,2.059,1.999,2026-03-11T06:32:17+01:00
00650fe7-d02a-4c78-9d99-98f190ca459c,2.089,2.049,1.989,2026-03-12T10:29:29+01:00
00669a59-3c04-4110-b8af-05414797d44b,2.099,2.049,1.989,2026-03-12T11:53:43+01:00
006a97b3-87fc-4c2c-be88-20f5d4f2998a,2.059,2.019,1.959,2026-03-12T11:12:04+01:00
00759564-edf1-468d-a2b9-46581dc06a1f,2.049,2.019,1.959,2026-03-12T11:51:41+01:00
0078a29d-7ef3-4425-9b07-fafa3925af1e,2.119,2.039,1.979,2026-03-12T11:44:31+01:00
00817d75-635d-4f2a-a556-4135ef42666e,2.099,2.009,1.949,2026-03-12T11:01:55+01:00
0081e69e-b530-4146-aa5d-761e3c493478,2.169,2.009,1.949,2026-03-12T11:46:33+01:00
00837684-3cdf-4760-9315-96a2d678a575,2.069,2.009,1.949,2026-03-12T11:47:34+01:00
0084f0d5-919d-4a95-a73d-4c3e72582ba2,2.089,2.029,1.969,2026-03-12T10:07:10+01:00
0085b0f4-b6fa-46f1-be4f-df4c7279618f,1.999,2.009,1.949,2026-03-12T11:39:27+01:00
008b1750-78c1-414e-8018-64ce561f16a5,2.049,2.009,1.949,2026-03-12T11:55:45+01:00
008baabd-1a5d-4b88-a10e-6b4515dc0331,2.059,1.999,1.939,2026-03-12T11:30:20+01:00
00913a77-3a6b-4ad6-a03b-0aeb7417b940,1.988,1.978,1.958,2026-03-12T11:55:45+01:00
009e17ac-53ea-4d86-a5a4-cf3860763c31,2.189,2.039,1.979,2026-03-12T11:48:35+01:00
00a2a37c-b88c-497a-9382-392aeb533481,2.159,2.059,1.999,2026-03-12T11:47:34+01:00
00afbec7-551c-456c-a15d-21b055274012,2.069,2.029,1.969,2026-03-12T11:40:28+01:00
00b33b42-8357-40c2-baf5-c7c49b40b2af,2.089,1.969,1.909,2026-03-12T11:26:16+01:00
00c2b65d-f33c-40ef-8516-9ecfa11d3c0e,2.109,2.029,1.969,2026-03-12T11:54:44+01:00
00c6dc89-4575-4dc7-a63e-8cff8e8a274e,2.119,2.019,1.959,2026-03-12T11:41:28+01:00
00c84958-3fa8-4d77-be92-ff5fbb8727ec,2.069,1.999,1.939,2026-03-12T11:44:31+01:00
00c98283-171d-47c0-951d-c0c1656c1fa3,2.139,2.079,2.019,2026-03-12T10:23:23+01:00
00d5c1b0-ad92-428e-b1e0-067d8b8a76bc,2.149,2.029,1.969,2026-03-12T11:56:46+01:00
00d909be-16ca-11ec-8abb-005056a27fa7,2.059,1.999,1.939,2026-03-12T11:45:32+01:00
00e89a55-c7b9-4afa-b8b5-157476a6767f,2.099,2.009,1.949,2026-03-12T10:02:00+01:00
00ff6112-630c-4415-827f-d77def63e6a5,2.089,2.009,1.949,2026-03-12T11:55:45+01:00
010355f5-4355-4fdb-a6da-2d996a36ce53,2.139,2.059,1.999,2026-03-12T11:55:45+01:00
01104dd0-a886-4bb9-80e8-f1936853218f,2.169,2.059,1.999,2026-03-12T11:31:21+01:00
01113d91-8f68-451f-a5f4-42225c15eb82,2.119,2.039,1.979,2026-03-12T11:42:29+01:00
01167fa5-2280-4a91-aa45-b3984baab706,2.169,2.089,2.029,2026-03-12T11:41:28+01:00
011ba4a2-c12b-4d3f-a96d-8cbf1d1e8585,2.069,2.059,1.999,2026-03-12T08:52:52+01:00
011d59f3-9b7f-4000-863b-c3b815099ff4,2.039,1.949,1.889,2026-03-12T11:14:07+01:00
0126b54f-dfa7-4f4c-af0f-64c79d988fc4,2.049,2.019,1.959,2026-03-12T11:41:28+01:00
01286f59-0bf7-4d9c-be8d-ee5683239021,2.109,2.019,1.959,2026-03-12T11:21:13+01:00
01299d64-e518-48ac-af95-a8bba6d99238,2.129,2.059,1.999,2026-03-12T11:54:44+01:00
0130f016-ba48-49d1-972f-3a76f9a65a9b,2.099,2.059,1.999,2026-03-12T11:55:45+01:00
0139fb5f-fe75-4d06-9e88-4ed45a862fea,2.119,2.019,1.959,2026-03-12T11:03:57+01:00
01407f68-a0b8-43a1-f235-73f0179d99b3,2.149,2.079,2.019,2026-03-12T11:37:26+01:00
01469d82-d664-480f-81a8-e8259b4bf41a,2.149,2.079,2.019,2026-03-11T16:35:55+01:00
0147f54e-f034-4a00-a0d6-4d5864cce0e5,2.099,2.049,1.989,2026-03-12T11:59:48+01:00
014ad61d-37f1-4efc-9e3e-e54c3650ea77,2.089,2.039,1.979,2026-03-12T11:46:33+01:00
014b3030-2c5d-4339-aa8d-69f29c0f8573,2.149,2.039,2.009,2026-03-10T09:24:58+01:00
014cde6a-1ef3-42b2-af6b-142ea4fb81e7,2.109,2.049,1.989,2026-03-12T11:39:27+01:00
01533d32-48d2-45fb-9b3d-0d64919251e8,2.049,2.019,1.959,2026-03-12T11:16:09+01:00
01542240-ed1f-4082-8490-e59c24f49ad9,2.129,2.069,2.029,2026-03-09T17:53:54+01:00
0156a39c-b4cc-41d0-a95d-6710ce763884,2.169,2.079,2.059,2026-03-11T12:51:31+01:00
0161d940-ebc3-4b74-a513-89322bef9e76,2.079,2.009,1.949,2026-03-12T11:55:45+01:00
0167e3db-9958-466a-8c7c-8e2b1b69f698,2.139,2.079,2.019,2026-03-12T11:16:09+01:00
016b2d0f-53b1-4b42-bbbe-67dd063c5000,2.079,2.069,2.009,2026-03-12T11:54:44+01:00
0173fd22-174a-41f2-9e0d-004b7da5b74f,2.119,2.069,2.009,2026-03-12T11:31:21+01:00
017c7a5c-2f3a-4598-bdcc-6f6992bcdefc,2.089,2.029,1.969,2026-03-12T10:45:41+01:00
0186b46d-eeba-4a5a-8982-76be5acf8dee,2.089,1.969,1.909,2026-03-12T10:51:46+01:00
01874ef0-edca-4c6c-bd97-48904980113c,2.109,2.029,1.969,2026-03-12T11:31:21+01:00
018a4bf8-75f4-4d64-9ad8-c69c5f3843ab,2.129,2.139,2.079,2026-03-12T11:06:58+01:00
018afedf-7cbe-4d90-8ff2-5c9b84671ee5,2.109,2.049,1.989,2026-03-12T11:21:13+01:00
018b5035-6d1d-47f7-bbcc-47cf4c7799c5,2.099,2.009,1.949,2026-03-12T11:50:37+01:00
018e8f3e-ae2f-40bc-89c1-bc3fe20eb462,2.099,1.979,1.919,2026-03-12T10:27:27+01:00
01913456-d774-49ee-a5d2-52371850d31e,2.019,1.979,1.919,2026-03-12T06:38:42+01:00
0195d7a3-4187-4bbd-be92-91e5f817ebfe,2.109,2.029,1.969,2026-03-12T10:43:39+01:00
019c9c95-0d14-4004-baad-10e49851471d,2.149,2.049,1.989,2026-03-12T11:36:25+01:00
01a1a3fa-2cbe-4cf3-8995-7c092d467380,2.129,2.049,1.989,2026-03-12T11:35:25+01:00
01a2003b-3ec1-4be6-aa4e-d46901f836a7,2.029,1.989,1.929,2026-03-12T10:27:27+01:00
01a2529b-da12-40db-9e07-8a6646b54ddb,1.959,1.949,1.889,2026-03-12T10:40:37+01:00
01a63d2b-1724-456e-b2c0-3b3729951654,2.079,2.009,1.949,2026-03-12T11:41:28+01:00
01a70cf5-c2d5-449d-9a32-eadc51695cc5,2.109,2.029,1.969,2026-03-12T11:49:35+01:00
01a7459e-cee4-4778-90b7-2efddf5b36e7,2.109,2.029,1.969,2026-03-12T11:49:35+01:00
01a79c0b-6100-4d71-af63-cbcf88979de9,2.169,2.079,2.019,2026-03-12T11:50:37+01:00
01a94df2-5e6e-4a4a-b1f5-e2612e25a62f,2.149,2.029,1.969,2026-03-12T11:21:13+01:00
01abf2e9-84e2-4328-936f-9958c7c733a8,2.109,2.039,1.979,2026-03-12T11:49:35+01:00
01b50dfd-5470-431b-b209-bbc9f1f69681,2.069,2.019,1.959,2026-03-12T11:59:48+01:00
01b87c5e-b3d3-4a71-9b56-a32e729ea651,2.039,1.969,1.929,2026-03-12T11:35:25+01:00
01b9b836-8cd9-4337-b1df-58cae27b5d0b,2.069,1.999,1.939,2026-03-12T11:32:22+01:00
01bff8f4-91d2-49d4-9d65-dcc1902ca4bc,2.079,2.019,1.959,2026-03-12T11:50:37+01:00
01c7cad0-2551-4d80-b478-cd25656c785e,2.059,2.019,1.959,2026-03-12T11:54:44+01:00
01d2bebb-be6d-4c1e-99ee-cdc28d7fcbd6,2.119,2.039,1.979,2026-03-12T11:50:37+01:00
01d35c71-a3bc-4e31-895c-215cfdfb439c,2.129,2.039,1.979,2026-03-12T11:44:31+01:00
01d43648-ce64-4899-88e5-fd71b66071d2,2.129,2.059,1.999,2026-03-12T11:55:45+01:00
01d86ff1-4dbc-4e0f-947e-d072f27ddbe3,2.089,2.019,1.959,2026-03-12T11:38:27+01:00
01dc36d7-b349-4769-9b22-bcf6b30bf6c7,2.119,2.019,1.959,2026-03-12T11:31:21+01:00
01ddc2f2-35ca-4a02-a47c-190ebabe558b,2.044,1.979,1.929,2026-03-12T10:50:46+01:00
01de617a-fdf6-47a3-a693-626cfeebe182,2.109,2.019,1.959,2026-03-12T11:53:43+01:00
01ded896-114f-56c6-adce-b81f4f5c5ae1,2.149,2.029,1.969,2026-03-12T11:52:42+01:00
01e1ea53-cd6f-4bbd-b750-c8e9b61902b1,2.099,2.039,1.979,2026-03-12T11:41:28+01:00
01e6c7f2-3005-4af1-9c85-239dd3f37340,2.079,1.959,1.899,2026-03-12T10:46:42+01:00
01f3c507-57b8-4938-9266-4c441f2ffee8,2.119,2.049,1.989,2026-03-12T11:44:31+01:00
01f95f7d-c57a-40e2-904e-ca9f85d21445,2.089,2.039,1.979,2026-03-12T11:55:45+01:00
01faac12-49fd-4326-b91c-f3b6c65accf7,2.049,1.939,1.889,2026-03-12T11:18:10+01:00
01fb89c6-521b-45ef-8ce2-7dc38568bfa5,2.189,2.089,2.029,2026-03-12T11:31:21+01:00
02071bff-1f29-4c5e-9823-3644589ee89e,2.159,2.089,2.029,2026-03-12T11:58:47+01:00
0207747f-3a25-4470-aeb3-643cd9e1bf5b,2.059,2.029,1.969,2026-03-12T11:41:28+01:00
02089572-d080-4965-9169-62aa6c246128,2.139,2.069,2.009,2026-03-12T11:38:27+01:00
021052b7-1cde-422e-8940-d1d11ad9aedb,2.059,1.949,1.909,2026-03-12T10:27:27+01:00
0223354e-a2af-4dbc-94ea-244b9bd2a2f1,2.159,2.059,1.999,2026-03-12T10:44:40+01:00
02250cd9-cb98-480f-91b8-8d98acf95b47,2.639,2.619,2.559,2026-03-12T11:41:28+01:00
0228d10e-6f17-11ed-8c93-005056a27fa7,2.069,2.019,1.959,2026-03-12T11:54:44+01:00
0228f17a-b4b9-4d88-9ffa-eecbd4551bd5,2.039,1.989,1.929,2026-03-12T09:12:13+01:00
022c6e51-068e-4acf-a378-80a134829bdb,2.059,2.019,1.959,2026-03-12T10:27:27+01:00
0231ef15-3b16-11ec-8abb-005056a27fa7,2.159,2.089,2.029,2026-03-12T11:54:44+01:00
02391f41-5eac-4ff9-8e59-7b64ee5ef5ee,2.099,2.009,1.949,2026-03-12T11:49:35+01:00
023c26d4-7d9a-4028-bfc7-1918fd030f02,2.079,2.029,1.969,2026-03-12T11:41:28+01:00
023c4d55-1bef-4413-b969-549b3f7e98d9,2.129,2.069,2.039,2026-03-12T11:20:12+01:00
023e2fcd-0716-42cc-9e22-80f072e7d817,2.049,1.989,1.929,2026-03-12T11:44:31+01:00
0241704f-42e0-47f6-bca2-5455c82d55f1,2.089,2.029,1.969,2026-03-12T11:33:23+01:00
024dbaf7-9db5-42b9-884d-249e40d7ae02,2.119,2.029,1.969,2026-03-12T10:12:13+01:00
0251709c-931c-4b3e-a549-a91e8b6f57d6,2.139,2.129,2.069,2026-03-12T11:52:42+01:00
02546df5-713b-4e29-3f4a-cd388f48628b,2.059,1.989,1.929,2026-03-12T11:58:47+01:00
02637eb3-fce1-483e-8435-d638fcf6dd62,2.079,2.029,1.969,2026-03-12T11:38:27+01:00
0263adda-28e0-415c-97f7-dac62ebbf179,2.149,2.099,2.039,2026-03-12T11:26:16+01:00
0271f0fc-65ed-4725-a922-57eec615195b,2.149,2.069,2.009,2026-03-12T11:54:44+01:00
027f0357-d89a-4e6c-9b83-3eab2f9cb089,2.189,2.129,2.069,2026-03-12T10:54:48+01:00
02850a83-a4fe-4ce3-98d7-e110a39bf2ea,2.579,2.589,2.529,2026-03-12T10:23:23+01:00
02869064-7401-46f4-a8ef-9f4d8ce6aaea,2.059,2.039,1.979,2026-03-12T11:12:04+01:00
0287a4b5-1232-441b-bfe3-fecc4855f65a,2.099,1.999,1.949,2026-03-12T11:59:48+01:00
0288ae0d-3f9c-47c4-9bb4-7a6f0e0357ca,2.069,1.999,1.939,2026-03-12T10:04:04+01:00
028ee0be-15a3-4acb-b641-b3fb54ace05a,2.069,2.019,1.969,2026-03-12T11:15:08+01:00
028f5c3d-f9e3-4988-841a-9191c6591236,2.119,2.019,1.959,2026-03-12T11:55:45+01:00
02a1baf8-6126-49a8-951f-8e6c1c4b9aa6,2.099,2.009,1.949,2026-03-12T11:51:41+01:00
02a620fa-1354-45ec-a606-c3f2f968855d,2.079,1.979,1.919,2026-03-12T10:55:49+01:00
02a81ec0-c42c-4509-a050-131b74634dd7,2.079,1.999,1.939,2026-03-12T11:44:31+01:00
02a86e3e-9a9e-4a03-b11d-14f2163b6405,2.109,2.009,1.949,2026-03-12T11:49:35+01:00
02a98e8f-ab5d-46ab-bd2b-05a760dbe0bb,2.159,2.109,2.049,2026-03-12T11:39:27+01:00
02adbe9f-3b8c-4d8c-b673-51e29d301fd7,2.058,1.978,1.918,2026-03-12T11:32:22+01:00
02b384ea-65ef-47ac-8762-2b84fda7ee08,2.139,2.069,2.009,2026-03-12T11:36:25+01:00
02b53c3e-67d0-4041-acde-a01e439d9ffd,2.099,2.069,2.009,2026-03-12T10:16:18+01:00
02b53f60-b5f5-4619-8bcd-8495a1514573,2.109,2.069,2.009,2026-03-12T11:43:31+01:00
02b89bcb-4bff-4dad-9dcb-54b309d3f848,2.089,2.039,1.979,2026-03-12T11:45:32+01:00
02c3a06b-41c8-4c6a-87ca-32223c52df3a,2.089,2.039,1.979,2026-03-12T11:46:33+01:00
02ce3963-6d31-4c61-ac34-7c89a6a789ae,2.079,1.989,1.929,2026-03-12T11:15:08+01:00
02d64192-81bc-45e9-aba5-1222802893d8,2.129,2.039,1.979,2026-03-12T11:27:18+01:00
02d816ca-6b8a-44c5-81ec-fb564e029c74,2.129,2.039,1.979,2026-03-12T11:21:13+01:00
02db9983-45d3-4613-a9f7-e562e0e0a8a3,2.119,2.029,1.969,2026-03-12T10:46:42+01:00
02de5c71-7047-4173-b32e-04656a510c08,2.109,2.029,1.969,2026-03-12T10:38:35+01:00
02e15654-8c85-41a4-bd25-868c34185db6,2.109,1.999,1.939,2026-03-12T10:40:37+01:00
02e1db92-1b38-456c-8caa-1c4fe541df92,2.039,1.949,1.889,2026-03-12T11:59:48+01:00
02e8c37e-28fa-4755-a718-e91f345e85f5,2.109,2.069,2.009,2026-03-12T11:17:10+01:00
02eb5061-3189-4127-ac5a-0f67610b7dcc,2.119,2.049,1.989,2026-03-12T10:56:52+01:00
02edb62c-c4a7-4406-98be-2927b7619c53,2.119,2.039,1.979,2026-03-12T11:50:37+01:00
02f27852-17cd-4d32-f297-547f6f436e86,1.999,2.009,1.949,2026-03-12T11:35:25+01:00
02f7b4a2-98f0-4c9a-8cf7-b3f2fc4a1411,2.129,2.079,2.019,2026-03-12T11:21:13+01:00
02fcb5ad-1c69-42b4-adee-df88479d7e87,2.139,2.049,1.989,2026-03-12T11:50:37+01:00
0300ac9d-957a-4e29-8b11-7e4e9422e6cf,2.139,2.009,1.949,2026-03-12T11:38:27+01:00
0301dc10-de5d-481d-9c67-d1b644f5c0cc,2.129,2.039,1.979,2026-03-12T11:51:41+01:00
0302101e-0b9d-4a4b-a72e-2ef69e9213b9,2.059,1.959,1.899,2026-03-12T09:52:53+01:00
03080a47-4abd-46ae-b741-3b4a1aa39406,2.069,2.039,1.979,2026-03-12T11:15:08+01:00
0314b4ac-e418-4650-b5f7-6f11f1a725bc,2.139,2.099,2.039,2026-03-12T11:41:28+01:00
0317641b-d776-4d27-a3bd-18c98e4c8ce3,2.499,2.549,2.489,2026-03-12T11:49:35+01:00
031a55cf-6af1-443f-84f3-0e808f16a2a3,2.039,1.969,1.919,2026-03-12T11:52:42+01:00
031c42c9-07ae-4fba-b7be-b6ac54c008eb,2.109,2.019,1.979,2026-03-12T11:52:42+01:00
031e39ce-9a9b-4c12-bdb8-6c79eff84e39,2.099,2.029,1.969,2026-03-12T11:15:08+01:00
032a2e87-12bc-4a2f-98c0-ad5b664e1d72,2.139,2.059,1.999,2026-03-12T11:49:35+01:00
032cd239-66cc-4bb6-a028-509ba9e08889,2.089,2.009,1.949,2026-03-12T11:35:25+01:00
03344243-1c82-4fe4-9191-9d9bc9cc4d14,2.169,2.099,2.039,2026-03-12T11:50:37+01:00
0338d6c7-e26d-42aa-af00-54fc02553df4,2.089,2.009,1.949,2026-03-12T11:26:16+01:00
033bce61-7584-45e7-94dd-952fd0b4899c,2.139,2.059,1.999,2026-03-12T10:36:34+01:00
033d77e7-63a7-4300-8ed9-dd045c58caba,2.089,2.059,1.999,2026-03-12T11:13:04+01:00
034670ba-3fc4-503b-9811-c6adc0a062d3,2.089,2.009,1.949,2026-03-12T11:52:42+01:00
0348fbe7-5848-434e-af17-e4cf46100b3f,2.079,1.979,1.919,2026-03-12T10:34:32+01:00
034f45d7-154b-4bd5-9a9b-7322178ea24a,2.109,2.019,1.959,2026-03-12T11:36:25+01:00
0356d45e-d989-482e-9d21-f61f2eb1796b,2.079,2.019,1.959,2026-03-12T11:37:26+01:00
0360ce43-06c6-4c8f-b141-35461117e016,2.039,1.999,1.939,2026-03-12T10:27:27+01:00
03697a19-4dec-4562-9264-bb8cd4d19fb2,2.119,2.049,1.989,2026-03-12T11:53:43+01:00
0369fe3b-ca59-4db3-94ea-331b6b890581,2.099,2.009,1.949,2026-03-12T10:46:42+01:00
036d4d37-a76b-4133-8001-ba47ad53eef9,2.099,2.039,1.979,2026-03-12T11:41:28+01:00
0371b905-12ea-4be6-add0-55fa41254908,2.149,2.049,1.989,2026-03-12T10:34:32+01:00
037ee9bb-b22e-4527-bd82-6da4032cc214,2.089,1.989,1.929,2026-03-12T10:58:53+01:00
038fbe8a-7f8c-4b4e-bd7a-f60f21adb8e6,2.089,2.009,1.949,2026-03-12T11:25:15+01:00
039240b8-3dc2-4c7a-be1d-cd673479f090,2.049,1.959,1.899,2026-03-12T11:41:28+01:00
0397fd51-ae99-49b6-abd1-dd8d9d58d5fc,2.049,2.029,1.969,2026-03-12T11:01:55+01:00
039e1003-e4b7-4762-a1db-7a6f8e200bc9,2.159,2.039,1.989,2026-03-12T11:55:45+01:00
03a0cb36-1403-43c7-b3d6-8fff2f574b40,2.099,2.029,1.969,2026-03-12T11:16:09+01:00
03a0d1c0-347a-48fb-aab8-aceb5bb3bdd9,2.159,2.099,2.039,2026-03-12T11:26:16+01:00
03a22580-a29e-4f05-afa4-4d3998cb4b66,2.099,2.029,1.969,2026-03-12T11:05:58+01:00
03aff575-0ff9-4816-9478-43f85469fdc6,2.079,2.019,1.959,2026-03-12T11:45:32+01:00
03b4ff2f-5f8e-416c-845c-5ef77aba55b9,2.109,2.049,1.989,2026-03-12T11:03:57+01:00
03b52e9f-f8b0-4b19-a7d1-3d21e5c9f612,1.979,1.959,1.899,2026-03-12T11:38:27+01:00
03c22aa8-6cfe-455b-9eab-14c08fd663ad,2.099,2.019,1.959,2026-03-12T11:23:14+01:00
